match_id,match_date,year,round,venue,crowd,home_team,away_team,home_score,away_score,margin_home,is_final,target_result,target_margin,decade,venue_state,away_team_state,away_is_interstate,team_home,form_win_rate_last5_home,form_avg_score_last5_home,form_avg_margin_last5_home,win_streak_home,days_rest_home,ladder_pos_before_home,h2h_win_rate_prior_home,is_interstate_home,team_away,form_win_rate_last5_away,form_avg_score_last5_away,form_avg_margin_last5_away,win_streak_away,days_rest_away,ladder_pos_before_away,h2h_win_rate_prior_away,is_interstate_away
Brisbane Lions_Essendon Bombers_2001-09-29_GF,2001-09-29,2001,GF,Melbourne Cricket Ground,91482.0,Brisbane Lions,Essendon Bombers,108,82,26,True,HOME_WIN,26,2000,VIC,VIC,0,Brisbane Lions,1.0,113.0,45.0,15.0,7.0,1.0,0.16666666666666666,1,Essendon Bombers,0.8,103.0,32.8,2.0,7.0,1.0,0.7692307692307693,0
Collingwood Magpies_Richmond Tigers_2002-03-28_1,2002-03-28,2002,1,Melbourne Cricket Ground,65316.0,Richmond Tigers,Collingwood Magpies,155,118,37,False,HOME_WIN,37,2000,VIC,VIC,0,Richmond Tigers,0.6,75.4,-19.8,-1.0,187.0,1.0,0.4666666666666667,0,Collingwood Magpies,0.4,89.0,-4.6,1.0,207.0,1.0,0.5245901639344263,0
North Melbourne Kangaroos_Port Adelaide Power_2002-03-30_1,2002-03-30,2002,1,AAMI Stadium,28578.0,Port Adelaide Power,North Melbourne Kangaroos,73,83,-10,False,AWAY_WIN,-10,2000,SA,VIC,1,Port Adelaide Power,0.6,107.4,36.8,-2.0,196.0,1.0,0.0,0,North Melbourne Kangaroos,0.2,87.6,-33.4,-3.0,209.0,1.0,1.0,1
Essendon Bombers_Geelong Cats_2002-03-30_1,2002-03-30,2002,1,Melbourne Cricket Ground,42746.0,Essendon Bombers,Geelong Cats,126,76,50,False,HOME_WIN,50,2000,VIC,VIC,0,Essendon Bombers,0.6,98.0,23.6,-1.0,182.0,1.0,0.5384615384615384,0,Geelong Cats,0.0,69.0,-39.0,-5.0,210.0,1.0,0.4375,0
Carlton Blues_St Kilda Saints_2002-03-30_1,2002-03-30,2002,1,Marvel Stadium,33359.0,St Kilda Saints,Carlton Blues,89,65,24,False,HOME_WIN,24,2000,VIC,VIC,0,St Kilda Saints,0.2,88.2,-46.4,1.0,210.0,1.0,0.26153846153846155,0,Carlton Blues,0.8,109.8,47.8,-1.0,196.0,1.0,0.75,0
Brisbane Lions_Sydney Swans_2002-03-31_1,2002-03-31,2002,1,Sydney Cricket Ground,24052.0,Sydney Swans,Brisbane Lions,87,110,-23,False,AWAY_WIN,-23,2000,NSW,QLD,1,Sydney Swans,0.2,90.6,-6.8,-2.0,203.0,1.0,0.2857142857142857,0,Brisbane Lions,1.0,107.0,40.0,16.0,183.0,1.0,0.7333333333333333,1
Fremantle Dockers_West Coast Eagles_2002-03-31_1,2002-03-31,2002,1,Domain Stadium,39467.0,West Coast Eagles,Fremantle Dockers,137,118,19,False,HOME_WIN,19,2000,WA,WA,0,West Coast Eagles,0.4,88.0,-28.0,-3.0,210.0,1.0,0.8620689655172413,0,Fremantle Dockers,0.4,91.2,-13.4,1.0,211.0,1.0,0.14285714285714285,0
Adelaide Crows_Western Bulldogs_2002-03-31_1,2002-03-31,2002,1,Marvel Stadium,18475.0,Western Bulldogs,Adelaide Crows,93,112,-19,False,AWAY_WIN,-19,2000,VIC,SA,1,Western Bulldogs,0.2,100.2,-23.2,-2.0,210.0,1.0,0.6666666666666666,0,Adelaide Crows,0.6,98.4,9.6,-2.0,204.0,1.0,0.3157894736842105,1
Hawthorn Hawks_Melbourne Demons_2002-04-01_1,2002-04-01,2002,1,Melbourne Cricket Ground,43484.0,Hawthorn Hawks,Melbourne Demons,103,129,-26,False,AWAY_WIN,-26,2000,VIC,VIC,0,Hawthorn Hawks,0.4,81.6,1.8,-1.0,191.0,1.0,0.647887323943662,0,Melbourne Demons,0.8,110.4,-0.8,3.0,211.0,1.0,0.34285714285714286,0
Essendon Bombers_Richmond Tigers_2002-04-05_2,2002-04-05,2002,2,Melbourne Cricket Ground,67453.0,Richmond Tigers,Essendon Bombers,60,112,-52,False,AWAY_WIN,-52,2000,VIC,VIC,0,Richmond Tigers,0.6,88.0,-13.2,1.0,8.0,1.0,0.17391304347826086,0,Essendon Bombers,0.6,96.0,15.8,1.0,6.0,1.0,0.7941176470588235,0
Collingwood Magpies_West Coast Eagles_2002-04-06_2,2002-04-06,2002,2,Melbourne Cricket Ground,29348.0,Collingwood Magpies,West Coast Eagles,120,119,1,False,HOME_WIN,1,2000,VIC,WA,1,Collingwood Magpies,0.4,102.4,-8.0,-1.0,9.0,9.0,0.3333333333333333,0,West Coast Eagles,0.4,81.2,-42.6,1.0,6.0,1.0,0.64,1
North Melbourne Kangaroos_Western Bulldogs_2002-04-06_2,2002-04-06,2002,2,Marvel Stadium,25985.0,North Melbourne Kangaroos,Western Bulldogs,110,97,13,False,HOME_WIN,13,2000,VIC,VIC,0,North Melbourne Kangaroos,0.4,97.0,-10.0,1.0,7.0,1.0,0.5076923076923077,0,Western Bulldogs,0.2,98.2,-20.4,-3.0,6.0,9.0,0.46875,0
Carlton Blues_Sydney Swans_2002-04-06_2,2002-04-06,2002,2,Princes Park,22435.0,Carlton Blues,Sydney Swans,33,111,-78,False,AWAY_WIN,-78,2000,VIC,NSW,1,Carlton Blues,0.6,93.2,34.2,-2.0,7.0,9.0,0.6031746031746031,0,Sydney Swans,0.2,92.6,-11.0,-3.0,6.0,9.0,0.3870967741935484,1
Adelaide Crows_Geelong Cats_2002-04-06_2,2002-04-06,2002,2,AAMI Stadium,44386.0,Adelaide Crows,Geelong Cats,110,79,31,False,HOME_WIN,31,2000,SA,VIC,1,Adelaide Crows,0.6,99.6,2.8,1.0,6.0,1.0,0.5294117647058824,0,Geelong Cats,0.0,64.2,-48.4,-6.0,7.0,9.0,0.45714285714285713,1
Fremantle Dockers_St Kilda Saints_2002-04-07_2,2002-04-07,2002,2,Domain Stadium,21138.0,Fremantle Dockers,St Kilda Saints,76,73,3,False,HOME_WIN,3,2000,WA,VIC,1,Fremantle Dockers,0.2,93.6,-20.4,-1.0,7.0,9.0,0.6470588235294118,0,St Kilda Saints,0.4,90.2,-23.2,2.0,8.0,1.0,0.375,1
Brisbane Lions_Hawthorn Hawks_2002-04-07_2,2002-04-07,2002,2,The Gabba,25660.0,Brisbane Lions,Hawthorn Hawks,148,46,102,False,HOME_WIN,102,2000,QLD,VIC,1,Brisbane Lions,1.0,107.0,36.0,17.0,7.0,1.0,0.375,0,Hawthorn Hawks,0.4,91.6,4.2,-2.0,6.0,9.0,0.5882352941176471,1
Melbourne Demons_Port Adelaide Power_2002-04-07_2,2002-04-07,2002,2,Melbourne Cricket Ground,19611.0,Melbourne Demons,Port Adelaide Power,109,82,27,False,HOME_WIN,27,2000,VIC,SA,1,Melbourne Demons,0.8,115.6,3.8,4.0,6.0,1.0,0.6,0,Port Adelaide Power,0.4,102.2,28.8,-3.0,8.0,9.0,0.42857142857142855,1
Carlton Blues_Collingwood Magpies_2002-04-12_3,2002-04-12,2002,3,Melbourne Cricket Ground,63864.0,Collingwood Magpies,Carlton Blues,55,75,-20,False,AWAY_WIN,-20,2000,VIC,VIC,0,Collingwood Magpies,0.4,102.6,-16.2,1.0,6.0,6.0,0.35443037974683544,0,Carlton Blues,0.4,73.8,5.0,-3.0,6.0,12.0,0.6410256410256411,0
Brisbane Lions_Essendon Bombers_2002-04-13_3,2002-04-13,2002,3,The Gabba,35898.0,Brisbane Lions,Essendon Bombers,117,67,50,False,HOME_WIN,50,2000,QLD,VIC,1,Brisbane Lions,1.0,118.0,50.2,18.0,6.0,1.0,0.3333333333333333,0,Essendon Bombers,0.8,101.8,31.0,2.0,8.0,1.0,0.7142857142857143,1
Melbourne Demons_Richmond Tigers_2002-04-13_3,2002-04-13,2002,3,Melbourne Cricket Ground,37154.0,Richmond Tigers,Melbourne Demons,96,76,20,False,HOME_WIN,20,2000,VIC,VIC,0,Richmond Tigers,0.4,78.6,-28.4,-1.0,8.0,6.0,0.4375,0,Melbourne Demons,1.0,123.2,26.2,5.0,6.0,1.0,0.5538461538461539,0
Geelong Cats_North Melbourne Kangaroos_2002-04-13_3,2002-04-13,2002,3,Marvel Stadium,27286.0,North Melbourne Kangaroos,Geelong Cats,67,75,-8,False,AWAY_WIN,-8,2000,VIC,VIC,0,North Melbourne Kangaroos,0.4,92.8,-17.2,2.0,7.0,1.0,0.5,0,Geelong Cats,0.0,63.6,-44.8,-7.0,7.0,12.0,0.5068493150684932,0
Adelaide Crows_Sydney Swans_2002-04-13_3,2002-04-13,2002,3,AAMI Stadium,42246.0,Adelaide Crows,Sydney Swans,114,84,30,False,HOME_WIN,30,2000,SA,NSW,1,Adelaide Crows,0.6,89.2,-3.4,2.0,7.0,1.0,0.5555555555555556,0,Sydney Swans,0.4,95.2,11.2,1.0,7.0,6.0,0.43243243243243246,1
Port Adelaide Power_St Kilda Saints_2002-04-14_3,2002-04-14,2002,3,Marvel Stadium,17641.0,St Kilda Saints,Port Adelaide Power,56,139,-83,False,AWAY_WIN,-83,2000,VIC,SA,1,St Kilda Saints,0.4,82.0,-21.6,-1.0,7.0,6.0,0.7142857142857143,0,Port Adelaide Power,0.2,88.6,8.0,-4.0,7.0,12.0,0.3333333333333333,1
Fremantle Dockers_Hawthorn Hawks_2002-04-14_3,2002-04-14,2002,3,UTAS Stadium,15066.0,Hawthorn Hawks,Fremantle Dockers,89,79,10,False,HOME_WIN,10,2000,TAS,WA,1,Hawthorn Hawks,0.4,83.4,-15.8,-3.0,7.0,12.0,0.7391304347826086,1,Fremantle Dockers,0.4,96.0,-13.0,1.0,7.0,6.0,0.2727272727272727,1
West Coast Eagles_Western Bulldogs_2002-04-14_3,2002-04-14,2002,3,Domain Stadium,31854.0,West Coast Eagles,Western Bulldogs,113,81,32,False,HOME_WIN,32,2000,WA,VIC,1,West Coast Eagles,0.2,85.4,-49.6,-1.0,8.0,6.0,0.64,0,Western Bulldogs,0.2,102.2,-14.6,-4.0,8.0,12.0,0.35294117647058826,1
Adelaide Crows_Essendon Bombers_2002-04-19_4,2002-04-19,2002,4,Marvel Stadium,40322.0,Essendon Bombers,Adelaide Crows,122,81,41,False,HOME_WIN,41,2000,VIC,SA,1,Essendon Bombers,0.6,92.6,7.0,-1.0,6.0,3.0,0.6875,0,Adelaide Crows,0.6,93.8,-5.0,3.0,6.0,1.0,0.30303030303030304,1
North Melbourne Kangaroos_Sydney Swans_2002-04-20_4,2002-04-20,2002,4,Sydney Cricket Ground,23775.0,Sydney Swans,North Melbourne Kangaroos,103,100,3,False,HOME_WIN,3,2000,NSW,VIC,1,Sydney Swans,0.2,83.6,-12.2,-1.0,7.0,8.0,0.34375,0,North Melbourne Kangaroos,0.4,86.2,-6.4,-1.0,7.0,3.0,0.6461538461538462,1
Melbourne Demons_West Coast Eagles_2002-04-20_4,2002-04-20,2002,4,Princes Park,9421.0,Melbourne Demons,West Coast Eagles,137,103,34,False,HOME_WIN,34,2000,VIC,WA,1,Melbourne Demons,0.8,112.2,15.6,-1.0,7.0,3.0,0.38181818181818183,0,West Coast Eagles,0.4,93.4,-30.2,1.0,6.0,3.0,0.6296296296296297,1
Collingwood Magpies_Hawthorn Hawks_2002-04-20_4,2002-04-20,2002,4,Melbourne Cricket Ground,48476.0,Collingwood Magpies,Hawthorn Hawks,104,63,41,False,HOME_WIN,41,2000,VIC,VIC,0,Collingwood Magpies,0.4,96.2,-16.2,-1.0,8.0,8.0,0.2923076923076923,0,Hawthorn Hawks,0.4,75.4,-24.8,1.0,6.0,8.0,0.71875,0
Brisbane Lions_Western Bulldogs_2002-04-20_4,2002-04-20,2002,4,Marvel Stadium,23928.0,Western Bulldogs,Brisbane Lions,78,94,-16,False,AWAY_WIN,-16,2000,VIC,QLD,1,Western Bulldogs,0.0,93.4,-30.2,-5.0,6.0,16.0,0.38095238095238093,0,Brisbane Lions,1.0,123.8,53.8,19.0,7.0,1.0,0.6,1
Geelong Cats_St Kilda Saints_2002-04-21_4,2002-04-21,2002,4,GMHBA Stadium,23563.0,Geelong Cats,St Kilda Saints,166,44,122,False,HOME_WIN,122,2000,VIC,VIC,0,Geelong Cats,0.2,64.8,-37.2,1.0,8.0,8.0,0.71875,0,St Kilda Saints,0.4,72.4,-29.4,-2.0,7.0,8.0,0.27692307692307694,0
Carlton Blues_Port Adelaide Power_2002-04-21_4,2002-04-21,2002,4,AAMI Stadium,29486.0,Port Adelaide Power,Carlton Blues,148,95,53,False,HOME_WIN,53,2000,SA,VIC,1,Port Adelaide Power,0.2,83.8,2.2,1.0,7.0,8.0,0.6,0,Carlton Blues,0.4,69.4,-5.0,1.0,9.0,8.0,0.42857142857142855,1
Fremantle Dockers_Richmond Tigers_2002-04-21_4,2002-04-21,2002,4,Domain Stadium,23571.0,Fremantle Dockers,Richmond Tigers,138,72,66,False,HOME_WIN,66,2000,WA,VIC,1,Fremantle Dockers,0.4,94.4,-4.8,-1.0,7.0,8.0,0.3,0,Richmond Tigers,0.6,89.2,-10.4,1.0,8.0,3.0,0.6666666666666666,1
Collingwood Magpies_Essendon Bombers_2002-04-25_5,2002-04-25,2002,5,Melbourne Cricket Ground,84894.0,Collingwood Magpies,Essendon Bombers,66,33,33,False,HOME_WIN,33,2000,VIC,VIC,0,Collingwood Magpies,0.6,104.6,5.6,1.0,5.0,5.0,0.38461538461538464,0,Essendon Bombers,0.6,101.8,13.4,1.0,6.0,2.0,0.5822784810126582,0
Melbourne Demons_Western Bulldogs_2002-04-26_5,2002-04-26,2002,5,Marvel Stadium,30789.0,Western Bulldogs,Melbourne Demons,81,104,-23,False,AWAY_WIN,-23,2000,VIC,VIC,0,Western Bulldogs,0.0,94.4,-18.0,-6.0,6.0,16.0,0.5625,0,Melbourne Demons,0.8,116.8,15.4,1.0,6.0,2.0,0.4461538461538462,0
Adelaide Crows_Port Adelaide Power_2002-04-27_5,2002-04-27,2002,5,AAMI Stadium,49513.0,Adelaide Crows,Port Adelaide Power,82,90,-8,False,AWAY_WIN,-8,2000,SA,SA,0,Adelaide Crows,0.6,93.4,-5.8,-1.0,8.0,2.0,0.4,0,Port Adelaide Power,0.4,102.2,19.2,2.0,6.0,5.0,0.6190476190476191,0
Hawthorn Hawks_Richmond Tigers_2002-04-27_5,2002-04-27,2002,5,Melbourne Cricket Ground,39694.0,Hawthorn Hawks,Richmond Tigers,125,83,42,False,HOME_WIN,42,2000,VIC,VIC,0,Hawthorn Hawks,0.2,73.6,-33.6,-1.0,7.0,13.0,0.6825396825396826,0,Richmond Tigers,0.4,90.2,-25.8,-1.0,6.0,5.0,0.3225806451612903,0
St Kilda Saints_Sydney Swans_2002-04-27_5,2002-04-27,2002,5,Marvel Stadium,21007.0,St Kilda Saints,Sydney Swans,56,56,0,False,DRAW,0,2000,VIC,NSW,1,St Kilda Saints,0.4,70.2,-36.4,-3.0,6.0,13.0,0.48484848484848486,0,Sydney Swans,0.4,91.8,-5.4,1.0,7.0,5.0,0.5074626865671642,1
Brisbane Lions_West Coast Eagles_2002-04-27_5,2002-04-27,2002,5,Domain Stadium,33313.0,West Coast Eagles,Brisbane Lions,121,75,46,False,HOME_WIN,46,2000,WA,QLD,1,West Coast Eagles,0.4,104.6,-19.2,-1.0,7.0,5.0,0.6,0,Brisbane Lions,1.0,115.4,43.4,20.0,7.0,1.0,0.42857142857142855,1
Carlton Blues_North Melbourne Kangaroos_2002-04-28_5,2002-04-28,2002,5,Marvel Stadium,35138.0,North Melbourne Kangaroos,Carlton Blues,131,112,19,False,HOME_WIN,19,2000,VIC,VIC,0,North Melbourne Kangaroos,0.4,88.6,-6.2,-2.0,8.0,5.0,0.38461538461538464,0,Carlton Blues,0.2,64.8,-29.2,-1.0,7.0,13.0,0.625,0
Fremantle Dockers_Geelong Cats_2002-04-28_5,2002-04-28,2002,5,GMHBA Stadium,20075.0,Geelong Cats,Fremantle Dockers,111,49,62,False,HOME_WIN,62,2000,VIC,WA,1,Geelong Cats,0.4,84.6,-4.2,2.0,7.0,5.0,0.8260869565217391,0,Fremantle Dockers,0.6,106.2,15.4,1.0,7.0,5.0,0.18181818181818182,1
Collingwood Magpies_St Kilda Saints_2002-05-03_6,2002-05-03,2002,6,Marvel Stadium,46089.0,St Kilda Saints,Collingwood Magpies,28,111,-83,False,AWAY_WIN,-83,2000,VIC,VIC,0,St Kilda Saints,0.2,63.6,-36.8,-4.0,6.0,14.0,0.3076923076923077,0,Collingwood Magpies,0.6,92.6,3.6,2.0,8.0,3.0,0.65625,0
Essendon Bombers_Fremantle Dockers_2002-05-04_6,2002-05-04,2002,6,Domain Stadium,25319.0,Fremantle Dockers,Essendon Bombers,89,62,27,False,HOME_WIN,27,2000,WA,VIC,1,Fremantle Dockers,0.4,92.0,-4.4,-1.0,6.0,11.0,0.23809523809523808,0,Essendon Bombers,0.6,92.0,12.0,-1.0,9.0,3.0,0.8,1
Hawthorn Hawks_North Melbourne Kangaroos_2002-05-04_6,2002-05-04,2002,6,Melbourne Cricket Ground,33345.0,Hawthorn Hawks,North Melbourne Kangaroos,155,87,68,False,HOME_WIN,68,2000,VIC,VIC,0,Hawthorn Hawks,0.4,85.2,-23.4,1.0,7.0,11.0,0.5882352941176471,0,North Melbourne Kangaroos,0.6,98.2,6.2,1.0,6.0,3.0,0.37681159420289856,0
Brisbane Lions_Geelong Cats_2002-05-04_6,2002-05-04,2002,6,The Gabba,27015.0,Brisbane Lions,Geelong Cats,146,89,57,False,HOME_WIN,57,2000,QLD,VIC,1,Brisbane Lions,0.8,108.8,29.0,-1.0,7.0,1.0,1.0,0,Geelong Cats,0.6,101.4,22.2,3.0,6.0,3.0,0.0,1
Carlton Blues_Western Bulldogs_2002-05-04_6,2002-05-04,2002,6,Marvel Stadium,29783.0,Western Bulldogs,Carlton Blues,96,68,28,False,HOME_WIN,28,2000,VIC,VIC,0,Western Bulldogs,0.0,86.0,-20.6,-7.0,8.0,16.0,0.4375,0,Carlton Blues,0.2,76.0,-30.8,-2.0,6.0,15.0,0.5230769230769231,0
Adelaide Crows_Richmond Tigers_2002-05-05_6,2002-05-05,2002,6,Marvel Stadium,23355.0,Adelaide Crows,Richmond Tigers,105,73,32,False,HOME_WIN,32,2000,VIC,VIC,0,Adelaide Crows,0.6,99.8,6.2,-2.0,8.0,3.0,0.5333333333333333,1,Richmond Tigers,0.4,93.2,-20.6,-2.0,8.0,11.0,0.45161290322580644,0
Port Adelaide Power_West Coast Eagles_2002-05-05_6,2002-05-05,2002,6,AAMI Stadium,27056.0,Port Adelaide Power,West Coast Eagles,133,79,54,False,HOME_WIN,54,2000,SA,WA,1,Port Adelaide Power,0.6,106.4,21.4,3.0,8.0,3.0,0.5384615384615384,0,West Coast Eagles,0.6,118.6,12.4,1.0,8.0,3.0,0.5,1
Melbourne Demons_Sydney Swans_2002-05-05_6,2002-05-05,2002,6,Sydney Cricket Ground,23578.0,Sydney Swans,Melbourne Demons,99,71,28,False,HOME_WIN,28,2000,NSW,VIC,1,Sydney Swans,0.4,88.2,5.6,-1.0,8.0,10.0,0.4782608695652174,0,Melbourne Demons,0.8,111.0,18.0,2.0,9.0,1.0,0.5,1
Carlton Blues_Essendon Bombers_2002-05-10_7,2002-05-10,2002,7,Melbourne Cricket Ground,55633.0,Essendon Bombers,Carlton Blues,87,62,25,False,HOME_WIN,25,2000,VIC,VIC,0,Essendon Bombers,0.4,79.2,-3.4,-2.0,6.0,7.0,0.5662650602409639,0,Carlton Blues,0.2,76.6,-31.6,-3.0,6.0,15.0,0.4146341463414634,0
Adelaide Crows_Fremantle Dockers_2002-05-11_7,2002-05-11,2002,7,AAMI Stadium,44058.0,Adelaide Crows,Fremantle Dockers,118,89,29,False,HOME_WIN,29,2000,SA,WA,1,Adelaide Crows,0.6,98.4,8.8,1.0,6.0,2.0,0.6842105263157895,0,Fremantle Dockers,0.6,86.2,4.8,1.0,7.0,7.0,0.3333333333333333,1
Geelong Cats_Hawthorn Hawks_2002-05-11_7,2002-05-11,2002,7,Melbourne Cricket Ground,38709.0,Hawthorn Hawks,Geelong Cats,130,78,52,False,HOME_WIN,52,2000,VIC,VIC,0,Hawthorn Hawks,0.6,95.6,-4.6,2.0,7.0,7.0,0.7352941176470589,0,Geelong Cats,0.6,104.0,20.8,-1.0,7.0,7.0,0.2608695652173913,0
North Melbourne Kangaroos_West Coast Eagles_2002-05-11_7,2002-05-11,2002,7,Domain Stadium,32815.0,West Coast Eagles,North Melbourne Kangaroos,139,90,49,False,HOME_WIN,49,2000,WA,VIC,1,West Coast Eagles,0.4,107.0,-2.2,-1.0,6.0,7.0,0.4117647058823529,0,North Melbourne Kangaroos,0.4,99.0,-9.4,-1.0,7.0,7.0,0.6,1
Richmond Tigers_Sydney Swans_2002-05-11_7,2002-05-11,2002,7,Marvel Stadium,29303.0,Richmond Tigers,Sydney Swans,88,82,6,False,HOME_WIN,6,2000,VIC,NSW,1,Richmond Tigers,0.2,76.8,-34.4,-3.0,6.0,13.0,0.5223880597014925,0,Sydney Swans,0.6,90.6,15.8,1.0,6.0,6.0,0.48484848484848486,1
Brisbane Lions_Port Adelaide Power_2002-05-12_7,2002-05-12,2002,7,The Gabba,24538.0,Brisbane Lions,Port Adelaide Power,129,72,57,False,HOME_WIN,57,2000,QLD,SA,1,Brisbane Lions,0.8,116.0,35.8,1.0,8.0,1.0,0.42857142857142855,0,Port Adelaide Power,0.8,118.4,34.2,4.0,7.0,2.0,0.4,1
Melbourne Demons_St Kilda Saints_2002-05-12_7,2002-05-12,2002,7,Melbourne Cricket Ground,20892.0,Melbourne Demons,St Kilda Saints,105,102,3,False,HOME_WIN,3,2000,VIC,VIC,0,Melbourne Demons,0.6,99.4,7.2,-1.0,7.0,2.0,0.5806451612903226,0,St Kilda Saints,0.0,51.4,-58.2,-5.0,9.0,14.0,0.4126984126984127,0
Collingwood Magpies_Western Bulldogs_2002-05-12_7,2002-05-12,2002,7,Marvel Stadium,34400.0,Western Bulldogs,Collingwood Magpies,63,73,-10,False,AWAY_WIN,-10,2000,VIC,VIC,0,Western Bulldogs,0.2,86.6,-11.2,1.0,8.0,15.0,0.375,0,Collingwood Magpies,0.8,91.2,27.6,3.0,9.0,2.0,0.6,0
Carlton Blues_Hawthorn Hawks_2002-05-17_8,2002-05-17,2002,8,Melbourne Cricket Ground,39142.0,Hawthorn Hawks,Carlton Blues,89,80,9,False,HOME_WIN,9,2000,VIC,VIC,0,Hawthorn Hawks,0.8,112.4,26.2,3.0,6.0,5.0,0.5,0,Carlton Blues,0.2,82.4,-21.0,-4.0,7.0,15.0,0.4935064935064935,0
Brisbane Lions_Collingwood Magpies_2002-05-18_8,2002-05-18,2002,8,Marvel Stadium,46279.0,Collingwood Magpies,Brisbane Lions,114,111,3,False,HOME_WIN,3,2000,VIC,QLD,1,Collingwood Magpies,0.8,81.8,29.4,4.0,6.0,2.0,0.07692307692307693,0,Brisbane Lions,0.8,112.2,26.8,2.0,6.0,1.0,1.0,1
Fremantle Dockers_Melbourne Demons_2002-05-18_8,2002-05-18,2002,8,Domain Stadium,25027.0,Fremantle Dockers,Melbourne Demons,94,89,5,False,HOME_WIN,5,2000,WA,VIC,1,Fremantle Dockers,0.4,88.8,-1.6,-1.0,7.0,10.0,0.3333333333333333,0,Melbourne Demons,0.6,98.6,2.4,1.0,6.0,2.0,0.64,1
Richmond Tigers_West Coast Eagles_2002-05-18_8,2002-05-18,2002,8,Melbourne Cricket Ground,22647.0,Richmond Tigers,West Coast Eagles,94,73,21,False,HOME_WIN,21,2000,VIC,WA,1,Richmond Tigers,0.4,82.4,-22.8,1.0,7.0,10.0,0.44680851063829785,0,West Coast Eagles,0.6,111.0,7.8,1.0,7.0,5.0,0.5652173913043478,1
Geelong Cats_Port Adelaide Power_2002-05-18_8,2002-05-18,2002,8,AAMI Stadium,18193.0,Port Adelaide Power,Geelong Cats,129,54,75,False,HOME_WIN,75,2000,SA,VIC,1,Port Adelaide Power,0.8,116.4,28.2,-1.0,6.0,5.0,0.5294117647058824,0,Geelong Cats,0.6,103.8,16.6,-2.0,7.0,10.0,0.375,1
Sydney Swans_Western Bulldogs_2002-05-19_8,2002-05-19,2002,8,Sydney Cricket Ground,20934.0,Sydney Swans,Western Bulldogs,90,159,-69,False,AWAY_WIN,-69,2000,NSW,VIC,1,Sydney Swans,0.4,84.8,-1.0,-1.0,8.0,9.0,0.3548387096774194,0,Western Bulldogs,0.2,79.8,-10.6,-1.0,7.0,15.0,0.6190476190476191,1
Adelaide Crows_North Melbourne Kangaroos_2002-05-19_8,2002-05-19,2002,8,Manuka Oval,7671.0,North Melbourne Kangaroos,Adelaide Crows,110,93,17,False,HOME_WIN,17,2000,ACT,SA,1,North Melbourne Kangaroos,0.2,95.0,-21.8,-2.0,8.0,10.0,0.6111111111111112,1,Adelaide Crows,0.6,100.0,8.4,2.0,8.0,2.0,0.3783783783783784,1
Essendon Bombers_St Kilda Saints_2002-05-19_8,2002-05-19,2002,8,Marvel Stadium,34262.0,Essendon Bombers,St Kilda Saints,171,72,99,False,HOME_WIN,99,2000,VIC,VIC,0,Essendon Bombers,0.4,74.2,-8.8,1.0,9.0,5.0,0.8360655737704918,0,St Kilda Saints,0.0,57.2,-58.2,-6.0,7.0,14.0,0.16666666666666666,0
Collingwood Magpies_Port Adelaide Power_2002-05-24_9,2002-05-24,2002,9,AAMI Stadium,35834.0,Port Adelaide Power,Collingwood Magpies,91,86,5,False,HOME_WIN,5,2000,SA,VIC,1,Port Adelaide Power,0.8,114.4,26.6,1.0,6.0,3.0,0.6923076923076923,0,Collingwood Magpies,1.0,93.6,34.0,5.0,6.0,1.0,0.3333333333333333,1
Essendon Bombers_Sydney Swans_2002-05-25_9,2002-05-25,2002,9,Accor Stadium,54129.0,Sydney Swans,Essendon Bombers,83,85,-2,False,AWAY_WIN,-2,2000,NSW,VIC,1,Sydney Swans,0.4,86.0,-8.8,-2.0,6.0,12.0,0.3384615384615385,0,Essendon Bombers,0.6,95.0,21.0,2.0,6.0,3.0,0.625,1
Richmond Tigers_St Kilda Saints_2002-05-25_9,2002-05-25,2002,9,Marvel Stadium,30336.0,St Kilda Saints,Richmond Tigers,72,63,9,False,HOME_WIN,9,2000,VIC,VIC,0,St Kilda Saints,0.0,60.4,-61.4,-7.0,6.0,15.0,0.5,0,Richmond Tigers,0.4,82.0,-22.6,2.0,7.0,8.0,0.4918032786885246,0
Melbourne Demons_North Melbourne Kangaroos_2002-05-25_9,2002-05-25,2002,9,Melbourne Cricket Ground,28625.0,Melbourne Demons,North Melbourne Kangaroos,111,107,4,False,HOME_WIN,4,2000,VIC,VIC,0,Melbourne Demons,0.6,101.2,5.4,-1.0,7.0,3.0,0.42857142857142855,0,North Melbourne Kangaroos,0.4,103.6,-16.8,1.0,6.0,8.0,0.5633802816901409,0
Geelong Cats_Western Bulldogs_2002-05-25_9,2002-05-25,2002,9,GMHBA Stadium,22033.0,Geelong Cats,Western Bulldogs,105,117,-12,False,AWAY_WIN,-12,2000,VIC,VIC,0,Geelong Cats,0.4,99.6,0.0,-3.0,7.0,13.0,0.6176470588235294,0,Western Bulldogs,0.4,95.4,9.6,1.0,6.0,14.0,0.391304347826087,0
Hawthorn Hawks_West Coast Eagles_2002-05-26_9,2002-05-26,2002,9,Domain Stadium,38646.0,West Coast Eagles,Hawthorn Hawks,126,88,38,False,HOME_WIN,38,2000,WA,VIC,1,West Coast Eagles,0.4,103.0,-2.8,-1.0,8.0,8.0,0.625,0,Hawthorn Hawks,0.8,112.4,26.0,4.0,9.0,3.0,0.3673469387755102,1
